Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 18032|GLEN BOREE                               |-31.8817|132.5100|SA  |   40.0|828.4
 18106|NULLARBOR                                |-31.4492|130.8976|SA  |   64.0|829.0
 14816|OLD DELAMERE                             |-15.7372|131.5345|NT  |  102.0|830.7
 38023|TANBAR STATION                           |-25.8417|141.9189|QLD |   94.0|832.8
 30133|KYNUNA                                   |-21.5778|141.9189|QLD |  209.0|832.8
 14824|BULLITA                                  |-16.1196|130.4282|NT  |  160.0|833.4
 29013|DONORS HILL STATION                      |-18.7139|140.5472|QLD |   50.0|834.1
 18163|NUNDROO (COORABIE)                       |-31.9027|132.2988|SA  |    7.0|834.2
 16022|KONDOOLKA                                |-31.9955|134.8827|SA  |  200.0|834.7
 29006|CABANDA STATION                          |-20.1833|141.4500|QLD |   94.8|836.2
 29132|MANFRED DOWNS STATION                    |-20.1400|141.4300|QLD |  120.0|836.2
 18047|CEDUNA (MALTEE)                          |-32.0723|133.9401|SA  |   63.0|836.3
 29090|TOORAK RESEARCH STATION                  |-21.0344|141.8008|QLD |  144.0|837.2
 18105|DENIAL BAY (NADIA)                       |-32.0819|133.4725|SA  |   25.0|838.1
 17048|GAMMON RANGES (UMBERATANA)               |-30.2402|139.1300|SA  |  525.0|838.6
 16057|YELTACOWIE                               |-31.3400|137.3592|SA  |  106.0|839.1
 18025|DENIAL BAY                               |-32.1028|133.5767|SA  |    5.0|839.8
  2015|LAMBOO                                   |-18.4086|127.3547|WA  |  400.0|839.8
 30020|GLENBERVIE STATION                       |-21.2333|141.8942|QLD |  171.0|839.9
  2000|ALICE DOWNS                              |-17.7569|127.9386|WA  |  363.0|840.2
 18030|FOWLERS BAY                              |-31.9900|132.4372|SA  |    3.0|840.3
 14815|WATERLOO                                 |-16.6346|129.3282|NT  |  140.0|840.7
 18011|CEDUNA POST OFFICE                       |-32.1267|133.6725|SA  |   10.0|841.9
 18012|CEDUNA AMO                               |-32.1297|133.6976|SA  |   15.3|842.1
 29058|JULIA CREEK AIRPORT                      |-20.6672|141.7214|QLD |  122.5|842.2
 16025|WOOMERA (MAHANEWO)                       |-31.7293|136.4448|SA  |  150.0|842.3
 17012|BELTANA STATION                          |-30.8246|138.3822|SA  |  230.0|842.6
  2020|MOOLA BULLA                              |-18.1894|127.5011|WA  |  430.0|842.7
 14819|AMANBIDJI                                |-16.4322|129.6156|NT  |   69.0|842.9
 17011|BELTANA                                  |-30.8133|138.4133|SA  |  236.2|843.3
 17102|COPLEY (YANKANINNA)                      |-30.3658|139.0533|SA  |  600.0|843.7
 29025|JULIA CREEK POST OFFICE                  |-20.6569|141.7458|QLD |  122.6|844.8
 17035|GAMMON RANGES (MOUNT SERLE)              |-30.5439|138.8558|SA  |  520.0|846.0
 38056|SOUTH GALWAY                             |-25.6653|142.1086|QLD |  102.0|846.9
 37014|CORK STATION                             |-22.9258|142.3119|QLD |  207.0|848.0
 38040|CARRANYA                                 |-25.3036|142.2008|QLD |  112.0|848.4
 37016|DAGWORTH STATION                         |-21.8664|142.1544|QLD |  223.4|848.9
 14711|VANDERLIN ISLAND MIMETS                  |-15.8333|137.0500|NT  |    4.0|849.5
 18073|SMOKY BAY (PUNTABIE)                     |-32.2021|134.1307|SA  |   57.0|849.6
 14703|CENTRE ISLAND                            |-15.7426|136.8192|NT  |   12.2|849.6
 16029|MOONAREE                                 |-31.9675|135.8742|SA  |  170.0|849.8
  2028|SPRING CREEK                             |-16.8180|128.8656|WA  |  180.0|851.6
 16034|HILTABA                                  |-32.1572|135.0722|SA  |  230.0|853.3
 29137|NUMIL DOWNS STATION                      |-19.6661|141.3961|QLD |  100.0|854.5
 16033|WOOMERA (OAKDEN HILLS)                   |-31.6611|137.0382|SA  |  134.0|856.0
  2050|SPRINGVALE                               |-17.7842|127.6853|WA  |  420.0|856.4
 17099|ARKAROOLA                                |-30.3110|139.3357|SA  |  318.0|857.1
 16036|WOOMERA (PERNATTY STATION)               |-31.4831|137.4805|SA  |  100.0|857.1
 38043|LOCHIEL                                  |-24.6800|142.3850|QLD |  190.0|857.2
 29002|ARIZONA                                  |-19.5319|141.3531|QLD |   90.0|857.2
 18061|WIRRULLA (NUNJIKOMPITA)                  |-32.2694|134.3364|SA  |   70.0|857.2
 37079|TRANBY                                   |-22.6612|142.3928|QLD |  176.0|858.9
 18166|WIRRULLA (PIMBENA)                       |-32.2797|134.4730|SA  |   95.0|859.1
 11001|DEAKIN                                   |-30.7700|128.9650|WA  |  155.0|859.6
 29036|MILLUNGERA STATION                       |-19.8581|141.5567|QLD |  100.0|859.9
  2031|TEXAS DOWNS                              |-17.0103|128.4669|WA  |  250.0|860.6
 29003|AUCKLAND DOWNS STATION                   |-20.2500|141.7667|QLD |  130.1|862.3
 16052|WOOCALLA                                 |-31.6883|137.1750|SA  |   74.0|863.6
  2019|MARGARET RIVER STATION                   |-18.6253|126.8617|WA  |  280.0|865.7
 18009|CARAWA                                   |-32.3683|134.2300|SA  |   45.0|866.6
 18077|SMOKY BAY                                |-32.3761|133.9369|SA  |    3.0|866.6
 17032|BLINMAN (MOOLOOLOO)                      |-30.9904|138.5787|SA  |  460.0|867.1
 17098|PARACHILNA (MOTPENA)                     |-31.1881|138.2785|SA  |   85.0|868.2
 37032|MAYNESIDE                                |-23.5167|142.5500|QLD |  237.0|868.4
 17046|PARACHILNA                               |-31.1339|138.3947|SA  |  142.0|869.5
  2021|MOUNT AMHURST                            |-18.3869|126.9892|WA  |  300.0|869.8
 30092|CLARAFIELD STATION                       |-21.2667|142.2167|QLD |  182.0|869.9
  2018|MABEL DOWNS                              |-17.1792|128.1217|WA  |  254.0|869.9
 17056|GAMMON RANGES (WOOLTANA)                 |-30.4132|139.4198|SA  |  135.0|870.4
 29050|WONDOOLA STATION                         |-18.5736|140.8972|QLD |   40.0|870.6
 45005|DURHAM DOWNS                             |-27.0797|141.9078|QLD |   75.0|871.7
 18094|WIRRULLA                                 |-32.4035|134.5323|SA  |   79.0|871.9
 37046|ELDERSLIE                                |-22.2903|142.4731|QLD |  170.0|872.1
 17010|GAMMON RANGES (BALCANOONA)               |-30.5328|139.3029|SA  |  180.0|872.3
 14921|WILLEROO                                 |-15.2870|131.5817|NT  |  213.0|872.8
  2017|LOUISA DOWNS                             |-18.7106|126.7111|WA  |  248.0|873.0
 14821|ROSEWOOD                                 |-16.4583|129.0059|NT  |  137.0|873.1
 14850|TIMBER CREEK                             |-15.6614|130.4808|NT  |   20.1|873.2
 29011|CROWFELS STATION                         |-20.1669|141.8514|QLD |  160.0|873.4
 29139|SWEERS ISLAND                            |-17.1142|139.5981|QLD |    4.0|873.7
 30043|PROA STATION                             |-20.8944|142.1436|QLD |  170.0|874.1
  2001|ARGYLE DOWNS                             |-16.5039|128.9173|WA  |  120.0|874.3
 16051|WIRRAPPA                                 |-31.4225|137.9900|SA  |   79.0|874.5
 14822|TIMBER CREEK POLICE                      |-15.6467|130.4756|NT  |   14.0|874.8
 45009|BALLERA GAS FIELD                        |-27.4008|141.8114|QLD |  114.5|875.9
  2032|WARMUN                                   |-17.0154|128.2174|WA  |  203.0|876.1
 37000|ALNI                                     |-22.1542|142.4900|QLD |  200.0|876.1
 16043|WOOMERA (SOUTH GAP STATION)              |-31.6338|137.6218|SA  |   43.0|876.8
 14623|ELSEY                                    |-14.9573|133.3299|NT  |  107.0|876.9
 16061|WHITTATA                                 |-31.7350|137.4200|SA  |   75.0|877.6
 17003|ANGORICHINA HOSTEL                       |-31.1281|138.5594|SA  |  320.0|877.7
 18064|WIRRULLA (PETINA)                        |-32.4792|134.3917|SA  |   45.0|878.5
 29023|IFFLEY STATION                           |-18.8702|141.2075|QLD |   50.0|879.1
 17017|COMMODORE                                |-31.2531|138.3892|SA  |  105.0|879.4
 37060|SUVLA                                    |-22.5167|142.5833|QLD |  202.5|879.6
 17041|BLINMAN (NARRINA)                        |-30.9372|138.8919|SA  |  438.0|880.2
 18118|HASLAM                                   |-32.5073|134.2142|SA  |    7.0|880.4
 37066|HAPPY VALLEY                             |-22.9692|142.6458|QLD |  244.0|880.9
 17014|BLINMAN                                  |-31.0939|138.6786|SA  |  615.7|881.3
  2016|LISSADELL                                |-16.6742|128.5533|WA  |  120.0|881.8
 14610|MATARANKA HOMESTEAD RESORT               |-14.9230|133.1320|NT  |  150.0|881.8
 45029|ORIENTOS STATION                         |-28.0722|141.5317|QLD |   92.0|881.8
 16055|YARDEA                                   |-32.3792|135.5247|SA  |  260.0|882.6
 29039|MORNINGTON ISLAND                        |-16.6640|139.1837|QLD |    8.5|882.6
 17052|WERTALOONA                               |-30.6383|139.3445|SA  |  100.0|883.1
 37023|HAMILTON DOWNS                           |-21.4167|142.4000|QLD |  175.7|883.5
 17097|BLINMAN (ANGORICHINA)                    |-31.0887|138.7414|SA  |  570.0|884.3
 18021|COURELA (CHALLNER)                       |-32.5350|134.4367|SA  |   45.0|884.3
 29051|ZONIA DOWNS                              |-20.0158|141.9050|QLD |  140.0|884.5
 18162|COURELA (LINDARNOE)                      |-32.5423|134.3852|SA  |   42.0|884.7
 45010|MT HOWITT                                |-26.5122|142.2731|QLD |   95.0|886.0
 37061|COTSWOLD HILLS                           |-22.5450|142.6683|QLD |  198.1|887.7
  2003|BOW RIVER                                |-16.8700|128.1836|WA  |  194.0|889.4
 16002|BOOKALOO                                 |-31.8967|137.3525|SA  |   87.0|889.7
 38049|HAYFIELD                                 |-24.8519|142.6964|QLD |  190.0|890.2
 14814|AUVERGNE                                 |-15.6844|130.0098|NT  |   18.0|890.5
  2064|ARGYLE AERODROME                         |-16.6380|128.4516|WA  |  164.0|890.8
 29035|MILGARRA                                 |-18.2050|140.8867|QLD |   15.0|892.0
 16046|THURLGA                                  |-32.4395|135.7730|SA  |  300.0|893.5
 14820|NEWRY                                    |-16.0498|129.2649|NT  |  101.0|893.7
 11014|REID                                     |-30.8217|128.4250|WA  |  163.0|895.6
 38024|WINDORAH EVAP                            |-25.4197|142.6594|QLD |  132.0|895.6
 37073|WESTERTON                                |-24.0424|142.8311|QLD |  246.0|896.9
 17008|ARROWIE                                  |-30.8536|139.2933|SA  |  110.0|897.0
 37104|WEONA                                    |-23.0625|142.8201|QLD |  233.0|897.5
 14608|SAINT VIDGEON                            |-14.7800|134.8800|NT  |   11.6|898.7
 19113|EDEOWIE                                  |-31.4480|138.4531|SA  |  159.0|899.4
 17054|BLINMAN (WIRREALPA)                      |-31.1278|138.9618|SA  |  255.0|899.8
 14633|ROPER BAR STORE                          |-14.7356|134.5291|NT  |   18.0|899.9
 37049|WARNAMBOOL DOWNS                         |-22.8131|142.8325|QLD |  230.0|900.9
 14620|ROPER RIVER POLICE                       |-14.7167|134.5050|NT  |   32.0|901.6
 14609|NGUKURR                                  |-14.7295|134.7274|NT  |   34.0|902.1
 37001|AYRSHIRE DOWNS                           |-21.9678|142.7214|QLD |  188.0|902.3
 16056|YUDNAPINNA                               |-32.1232|137.1505|SA  |  128.0|903.1
  2002|BOHEMIA DOWNS                            |-18.8833|126.2333|WA  |  223.5|903.3
 16081|LAKE TORRENS                             |-31.8953|137.7144|SA  |   31.0|904.4
 18068|POOCHERA                                 |-32.7229|134.8373|SA  |   80.0|906.5
 30037|NELIA POST OFFICE                        |-20.1550|142.2139|QLD |  139.0|907.1
 18013|CHANDADA POST OFFICE                     |-32.7592|134.6717|SA  |   75.0|908.5
 37102|ALBION DOWNS                             |-21.5000|142.6833|QLD |  196.0|908.8
  2047|BEDFORD DOWNS                            |-17.2631|127.4617|WA  |  530.0|908.9
 18036|KARCULTABY                               |-32.7357|134.9709|SA  |  134.0|909.3
 46006|TIBOOBURRA (FORT GREY)                   |-29.0885|141.2033|NSW |  134.0|909.6
 29005|BUNDA BUNDA                              |-20.0744|142.2089|QLD |  170.0|909.9
 14817|BRADSHAW HOMESTEAD                       |-15.3482|130.2763|NT  |   26.0|910.1
 18079|STREAKY BAY                              |-32.8084|134.1979|SA  |   45.0|910.4
 19049|WILPENA HEAD STATION                     |-31.5167|138.6117|SA  |  515.0|913.5
 38019|LONGFORD                                 |-24.9453|142.9242|QLD |  140.0|914.0
 37045|VERGEMONT                                |-23.5303|143.0086|QLD |  200.6|914.2
 30038|NONDA DOWNS STATION                      |-20.6744|142.4931|QLD |  160.0|914.3
 19070|WILPENA POUND                            |-31.5286|138.6093|SA  |  535.0|914.4
 16015|HESSO                                    |-32.1383|137.4475|SA  |   54.0|915.7
 11004|FORREST AERO                             |-30.8389|128.1139|WA  |  156.0|916.2
  2044|LAKE ARGYLE RESORT                       |-16.1119|128.7414|WA  |  163.0|916.6
 37021|FERMOY                                   |-23.1697|143.0197|QLD |  240.0|916.7
 17060|TILCHA                                   |-29.6050|140.8900|SA  |  110.0|916.8
 11052|FORREST                                  |-30.8453|128.1092|WA  |  159.0|917.0
 37086|COOINDA                                  |-21.9167|142.8667|QLD |  191.7|917.5
 29076|MAGOWRA STATION                          |-17.7792|140.8794|QLD |   16.0|918.3
 38013|KEEROONGOOLOO                            |-25.9086|142.7878|QLD |  140.0|918.6
 16032|NONNING                                  |-32.5226|136.4926|SA  |  200.0|919.5
 19019|HOOKINA                                  |-31.7594|138.3303|SA  |  193.0|920.3
 18052|MINNIPA AGRICULTURAL CENTRE              |-32.8361|135.1500|SA  |  168.0|921.6
 45032|PLEVNA DOWNS                             |-26.6806|142.5942|QLD |  132.0|921.8
 18195|MINNIPA PIRSA                            |-32.8427|135.1515|SA  |  165.0|922.2
 18053|MINNIPA                                  |-32.8542|135.1542|SA  |  154.0|923.4
 14919|MARANBOY                                 |-14.5266|132.7857|NT  |  160.0|924.7
 37006|BLADENSBURG                              |-22.5150|143.0386|QLD |  210.0|924.8
 38016|MOOTHANDELLA STATION                     |-25.5458|142.9419|QLD |  121.0|925.7
 38012|JUNDAH POST OFFICE                       |-24.8303|143.0586|QLD |  151.0|925.8
 37051|WINTON POST OFFICE                       |-22.3908|143.0386|QLD |  181.9|926.5
 30012|CLUTHA STATION                           |-20.3667|142.5167|QLD |  174.0|927.2
 18097|PORT KENNY (YANDRA)                      |-32.9614|134.5951|SA  |   50.0|928.0
  2007|DUNHAM RIVER STATION                     |-16.3167|128.2500|WA  |  120.0|928.6
 14954|BRADSHAW                                 |-14.9408|130.8091|NT  |   75.0|928.7
 18186|SIAM                                     |-32.5534|136.7123|SA  |  177.0|928.9
  3043|CHRISTMAS CREEK HOMESTEAD                |-18.8772|125.9207|WA  |  160.0|930.2
 30033|MAXWELTON POST OFFICE                    |-20.7192|142.6806|QLD |  210.0|930.6
 14932|TINDAL RAAF                              |-14.5229|132.3826|NT  |  133.6|930.6
 37097|MOUNT RYDE                               |-23.3211|143.1706|QLD |  260.0|931.0
 37039|WINTON AIRPORT                           |-22.3617|143.0836|QLD |  192.2|931.3
 16005|PORT AUGUSTA (CARRIEWERLOO STN)          |-32.3983|137.2269|SA  |  179.0|931.5
  3078|CADJEBUT                                 |-18.7267|125.9875|WA  |  200.0|932.4
 37098|NOONBAH                                  |-24.1068|143.1865|QLD |  180.0|932.7
 14923|MANBULLOO                                |-14.5194|132.1978|NT  |  107.0|934.1
 37070|OONDOOROO RAILWAY STN                    |-22.1667|143.0833|QLD |  210.0|934.3
